Activiteittype,Datum,Favoriet,Titel,Afstand,Calorieën,Tijd,Gem. HS,Max. HS,Aeroob TE,Gem. slagen,[],Gemiddeld tempo,Beste tempo,Stijging,Hoogteverlies,Gem. staplengte,Gemiddelde verticale ratio,Gem. verticale oscillatie,Gem. grondcontacttijd,Gem. GCT balans,Gem. slagen,[],Normalized Power® (NP®),L/R-balans,Training Stress Score®,Maximaal gemiddeld vermogen (20 min),Vermogen,Max. vermogen,Totaal slagen,Gemiddelde Swolf,Gem. slagsnelheid,Max diepte,Bodemtijd,Minimale watertemperatuur,Gastype,Oppervlakte-interval,Decompressie,Gewicht,Stroming,Oppervlakteomstandigheden,Watertype
cycling,2017-04-11 08:09:57,false,"Zaltbommel Fietsen","16.71","375","41:07","112","134","2.5","--","--","24.4","35.4","7","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-04-09 20:17:18,false,"Zaltbommel Hardlopen","9.87","646","46:48","146","159","4.3","174","197","4:45","3:39","18","16","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-04-06 18:48:21,false,"'s-Hertogenbosch Fietsen","16.60","402","41:35","118","156","2.5","--","--","23.9","33.4","11","13","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-04-06 07:57:38,false,"Zaltbommel Fietsen","16.65","461","36:23","135","152","3.4","--","--","27.5","38.7","8","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-04-05 20:07:03,false,"Zaltbommel Hardlopen","6.65","422","33:50","135","156","3.5","169","187","5:05","3:46","11","11","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-04-02 08:28:00,false,"Zaltbommel Hardlopen","11.10","757","55:08","145","159","4.7","170","179","4:58","4:34","21","20","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-03-29 20:01:44,false,"Zaltbommel Hardlopen","9.85","223","50:10","85","113","1.1","167","188","5:06","4:20","12","12","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-03-21 17:27:58,false,"'s-Hertogenbosch Fietsen","16.60","529","41:16","140","159","3.4","--","--","24.1","32.7","4","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-03-21 08:17:05,false,"Zaltbommel Fietsen","16.67","473","40:45","130","157","3.0","--","--","24.5","35.7","19","16","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-03-19 08:04:48,false,"Zaltbommel Hardlopen","11.58","757","55:04","146","170","4.6","174","195","4:45","3:51","12","10","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-03-14 17:35:40,false,"'s-Hertogenbosch Fietsen","15.00","477","38:51","134","153","3.2","--","--","23.2","31.2","4","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-03-14 08:49:44,false,"Zaltbommel Fietsen","16.67","531","42:07","137","175","3.4","--","--","23.8","33.4","17","14","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-03-12 07:17:59,false,"Zaltbommel Hardlopen","12.77","811","59:08","147","159","4.7","176","206","4:38","3:41","12","11","1.23","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-03-07 18:01:03,false,"'s-Hertogenbosch Fietsen","16.57","415","41:32","124","159","2.5","--","--","23.9","31.8","13","16","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-03-07 08:06:48,false,"Zaltbommel Fietsen","16.68","411","41:04","120","149","2.3","--","--","24.4","33.9","13","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-03-05 07:53:08,false,"Zaltbommel Hardlopen","11.61","750","53:33","150","181","4.9","176","197","4:37","4:00","14","14","1.23","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-02-28 17:50:51,false,"'s-Hertogenbosch Fietsen","16.59","559","41:05","145","166","4.2","--","--","24.2","35.8","4","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-02-28 08:25:41,false,"Zaltbommel Fietsen","16.68","607","49:24","134","162","3.7","--","--","20.3","31.1","32","25","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-02-26 09:08:50,false,"Zaltbommel Hardlopen","10.74","696","59:44","137","174","3.6","160","185","5:34","4:26","12","9","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-02-19 07:34:49,false,"Zaltbommel Hardlopen","13.49","872","1:06:30","147","167","4.6","171","199","4:56","3:17","21","18","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-02-14 17:31:07,false,"'s-Hertogenbosch Fietsen","16.63","516","39:59","144","169","4.1","--","--","25.0","34.7","5","9","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-02-14 09:39:57,false,"Zaltbommel Fietsen","16.68","486","43:45","130","155","3.0","--","--","22.9","29.7","17","11","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-02-11 07:32:14,false,"Zaltbommel Hardlopen","11.31","717","55:52","142","157","4.3","172","198","4:56","3:57","15","17","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-02-06 17:32:57,false,"'s-Hertogenbosch Fietsen","16.64","396","40:35","119","141","2.5","--","--","24.6","32.8","2","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-02-06 07:38:31,false,"Zaltbommel Fietsen","16.68","390","39:51","121","139","2.3","--","--","25.1","36.0","8","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-02-05 08:40:51,false,"Zaltbommel Hardlopen","12.81","803","1:00:19","148","167","4.8","175","202","4:42","3:06","14","14","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2017-02-01 20:43:55,false,"Zaltbommel Wandelen","1.78","64","20:20","77","118","1.0","113","154","11:26","9:59","7","--","0.77","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-01-29 08:02:51,false,"Zaltbommel Hardlopen","11.58","736","1:03:06","140","172","3.7","162","197","5:27","4:09","11","10","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-01-25 18:51:23,false,"Zaltbommel Hardlopen","2.07","159","13:06","134","153","2.3","158","165","6:20","5:22","1","2","1.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-01-23 18:38:53,false,"'s-Hertogenbosch Fietsen","16.62","393","40:28","119","162","2.7","--","--","24.6","34.2","3","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-01-23 07:59:38,false,"Zaltbommel Fietsen","16.68","519","41:48","136","148","3.5","--","--","23.9","33.9","13","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-01-22 07:39:18,false,"Zaltbommel Hardlopen","10.66","690","50:45","148","179","4.7","173","187","4:46","4:09","14","11","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2017-01-21 11:49:03,false,"Zaltbommel Wandelen","5.62","172","1:14:20","70","103","1.0","114","131","13:14","10:16","6","6","0.66","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2017-01-15 17:58:35,false,"Zaltbommel Wandelen","2.37","109","27:07","84","97","1.0","116","130","11:25","9:27","--","8","0.75","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2017-01-15 16:07:37,false,"Zaltbommel Wandelen","1.59","86","20:02","85","93","1.0","114","128","12:36","9:07","4","--","0.70","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-01-15 08:33:42,false,"Zaltbommel Hardlopen","13.96","926","1:07:29","149","172","5.0","172","182","4:50","4:22","13","12","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-01-09 17:52:51,false,"'s-Hertogenbosch Fietsen","16.60","400","40:34","121","174","2.6","--","--","24.6","36.5","10","13","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-01-09 08:12:56,false,"Zaltbommel Fietsen","16.72","475","43:31","129","148","3.1","--","--","23.1","33.4","8","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-01-08 07:52:57,false,"Zaltbommel Hardlopen","13.06","829","1:07:09","139","158","4.2","170","184","5:08","4:04","12","11","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2017-01-07 13:28:47,false,"Zaltbommel Wandelen","5.85","238","1:23:09","75","94","1.0","114","217","14:13","10:09","9","10","0.62","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-01-05 17:36:52,false,"'s-Hertogenbosch Fietsen","16.66","426","43:21","121","138","2.4","--","--","23.1","33.4","7","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2017-01-05 07:55:46,false,"Zaltbommel Fietsen","16.68","446","42:35","127","152","2.8","--","--","23.5","35.8","8","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2017-01-01 12:54:20,false,"Zaltbommel Hardlopen","14.59","934","1:11:32","146","165","4.6","171","184","4:54","4:18","15","16","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2016-12-27 16:16:11,false,"Zaltbommel Wandelen","3.81","242","53:19","92","108","1.1","109","123","14:00","10:54","2","5","0.66","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2016-12-25 14:47:11,false,"Zaltbommel Wandelen","3.14","229","42:53","99","117","1.3","108","125","13:40","11:14","5","3","0.68","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-12-25 07:34:34,false,"Zaltbommel Hardlopen","11.70","758","56:39","148","162","4.6","173","197","4:51","3:06","18","17","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-12-19 17:46:41,false,"'s-Hertogenbosch Fietsen","16.56","609","43:38","154","173","4.6","--","--","22.8","31.3","4","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-12-19 07:36:51,false,"Zaltbommel Fietsen","16.62","537","42:17","142","178","4.0","--","--","23.6","33.7","13","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2016-12-18 14:51:00,false,"Zaltbommel Wandelen","3.49","286","45:53","105","142","1.6","112","126","13:08","10:38","7","--","0.68","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-12-18 08:08:44,false,"Zaltbommel Hardlopen","11.63","721","55:58","145","160","4.3","172","182","4:49","4:18","17","16","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-12-11 08:07:15,false,"Zaltbommel Hardlopen","13.01","848","1:04:21","150","166","4.8","172","205","4:57","3:17","17","17","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-12-05 17:18:30,false,"'s-Hertogenbosch Fietsen","16.62","553","42:05","147","170","4.1","--","--","23.7","32.7","5","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-12-05 07:58:32,false,"Zaltbommel Fietsen","16.70","530","41:58","142","162","3.7","--","--","23.9","33.8","7","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-12-03 15:55:57,false,"Zaltbommel Hardlopen","11.64","727","54:02","151","174","4.7","177","198","4:38","3:46","15","15","1.22","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-11-27 08:06:47,false,"Zaltbommel Hardlopen","10.80","694","55:23","146","170","4.0","169","209","5:08","3:04","10","11","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2016-11-23 21:18:19,false,"Zaltbommel Wandelen","1.00","60","11:28","93","117","1.1","118","123","11:30","7:07","3","--","0.74","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-11-21 17:23:27,false,"'s-Hertogenbosch Fietsen","16.55","333","39:18","114","129","2.0","--","--","25.3","40.1","4","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-11-21 07:48:46,false,"Zaltbommel Fietsen","16.55","569","44:31","137","180","3.7","--","--","22.3","34.0","12","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
hiking,2016-11-20 12:21:38,false,"Zaltbommel Wandelen","0.11","34","5:31.1","98","142","1.2","122","126","48:44","10:05","--","--","0.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-11-20 07:44:50,false,"Zaltbommel Hardlopen","11.57","805","55:47","156","178","5.0","173","189","4:49","4:13","19","18","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-11-13 08:03:34,false,"Zaltbommel Hardlopen","11.61","761","53:07","155","173","5.0","177","206","4:34","3:23","17","16","1.23","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-11-06 08:01:13,false,"Zaltbommel Hardlopen","13.75","901","1:04:50","152","168","5.0","175","209","4:43","3:08","16","15","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-31 17:47:35,false,"'s-Hertogenbosch Fietsen","16.53","505","41:07","142","163","3.7","--","--","24.1","34.7","5","8","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-31 07:52:31,false,"Zaltbommel Fietsen","16.52","403","40:41","124","149","2.4","--","--","24.4","35.3","10","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-10-30 17:00:58,false,"Zaltbommel Hardlopen","11.28","720","52:48","153","175","4.9","175","203","4:41","3:40","14","14","1.22","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-10-25 15:19:42,false,"Wassenaar Hardlopen","9.80","366","1:58:41","76","106","1.0","113","246","12:06","8:28","61","62","0.73","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-10-23 08:04:23,false,"Zaltbommel Hardlopen","11.85","751","56:08","151","178","4.8","174","202","4:44","3:35","13","13","1.21","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-17 17:47:46,false,"'s-Hertogenbosch Fietsen","16.47","411","40:17","124","168","2.4","--","--","24.5","48.2","6","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-17 07:23:47,false,"Zaltbommel Fietsen","16.56","467","40:56","129","162","3.2","--","--","24.3","33.3","16","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-16 17:10:46,false,"Hedel Fietsen","6.45","106","26:15","81","114","1.1","--","--","14.7","22.3","3","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-10-16 07:35:57,false,"Hardlopen","10.87","683","48:31","153","172","4.9","177","201","4:28","2:58","212","198","1.26","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-10 17:45:00,false,"'s-Hertogenbosch Fietsen","16.14","471","39:32","135","149","3.2","--","--","24.5","32.5","10","13","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-10 08:02:47,false,"Zaltbommel Fietsen","16.59","513","41:19","141","163","3.8","--","--","24.1","33.4","7","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-10-09 07:24:09,false,"Zaltbommel Hardlopen","10.88","662","49:33","150","169","4.8","176","199","4:33","3:11","13","12","1.25","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-03 17:23:21,false,"'s-Hertogenbosch Fietsen","16.47","448","43:09","127","159","2.8","--","--","22.9","29.8","2","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-10-03 08:42:07,false,"Zaltbommel Fietsen","16.60","402","38:30","125","145","2.7","--","--","25.9","35.9","8","4","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-10-02 07:54:14,false,"Zaltbommel Hardlopen","10.87","691","49:59","153","175","5.0","176","199","4:36","3:03","16","15","1.24","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-29 20:30:58,false,"Hurwenen Fietsen","6.31","207","23:30","114","134","1.8","--","--","16.1","29.9","3","7","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-29 17:09:14,false,"Zaltbommel Fietsen","5.88","100","19:18","91","119","1.1","--","--","18.3","23.1","5","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-09-25 07:57:52,false,"Zaltbommel Hardlopen","10.86","687","49:41","153","172","5.0","176","199","4:34","3:10","14","13","1.24","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-19 17:29:31,false,"'s-Hertogenbosch Fietsen","14.33","338","35:01","119","138","2.5","--","--","24.6","32.9","--","5","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-19 07:23:17,false,"Zaltbommel Fietsen","16.68","368","38:40","119","134","2.3","--","--","25.9","36.7","8","2","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-09-18 08:16:59,false,"Zaltbommel Hardlopen","10.87","670","51:17","148","169","4.9","173","199","4:43","3:21","13","13","1.22","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-12 17:18:32,false,"'s-Hertogenbosch Fietsen","16.66","381","39:14","122","164","2.6","--","--","25.5","35.0","6","9","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-12 07:43:28,false,"Zaltbommel Fietsen","16.73","392","40:10","121","174","2.9","--","--","25.0","34.8","24","17","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-09-10 07:19:01,false,"Zaltbommel Hardlopen","10.89","645","49:50","149","173","5.0","175","195","4:34","3:37","16","16","1.25","0.0","0.0","--","--","87","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-05 17:20:50,false,"Den Dungen Fietsen","16.10","321","38:44","111","138","2.5","--","--","24.9","34.8","11","13","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-05 07:36:19,false,"Zaltbommel Fietsen","16.67","331","41:22","113","163","2.1","--","--","24.2","34.7","7","3","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-09-04 07:42:54,false,"Zaltbommel Hardlopen","10.81","646","50:31","147","167","5.0","173","194","4:40","3:34","11","12","1.24","0.0","0.0","--","--","86","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-03 19:26:37,false,"Hedel Fietsen","10.01","164","39:32","84","121","1.2","--","--","15.2","26.1","4","6","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-01 17:33:20,false,"'s-Hertogenbosch Fietsen","16.68","432","41:50","127","156","3.1","--","--","23.9","33.1","9","11","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-09-01 07:39:41,false,"Zaltbommel Fietsen","16.60","410","39:53","126","160","3.0","--","--","25.0","34.3","20","17","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
cycling,2016-08-28 16:09:03,false,"Zaltbommel Fietsen","19.37","298","1:15:52","84","137","1.1","--","--","15.3","22.4","11","10","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
running,2016-08-28 07:36:08,false,"Zaltbommel Hardlopen","10.94","584","50:14","152","169","5.0","175","194","4:35","3:59","9","8","1.24","0.0","0.0","--","--","87","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","Nee","--","--","--","--"
